id,conversation_id,created_at,date,time,timezone,user_id,username,name,place,tweet,mentions,urls,photos,replies_count,retweets_count,likes_count,hashtags,cashtags,link,retweet,quote_url,video,near,geo,source,user_rt_id,user_rt,retweet_id,reply_to,retweet_date,translate,trans_src,trans_dest
1281737332383596546,1281728159998791680,1594424968000,2020-07-10,19:49:28,Est (heure d?été),708800580995522560,rachel_maria65,Rachel Maria 🇺🇸💙🇺🇸 #WearAMask 😷,,"I don’t know, I hope so. I think that @CNN @MSNBC @AP & other media outlets need to show the devastation this disease has on the people that become ill. The 20yr old young lady that got a double lung transplant is lucky. #WearAMask 😷  pic.twitter.com/KIejNoMp3f","['spicygalletita', 'vabvox', 'cnn', 'msnbc', 'ap']",[],['https://pbs.twimg.com/media/EcmlTYoU0AAySCh.jpg'],1,13,17,['#wearamask'],[],https://twitter.com/rachel_maria65/status/1281737332383596546,False,,0,"Jacksonville, Duval County, Florida, United States of America",,,,,,"[{'user_id': '708800580995522560', 'username': 'rachel_maria65'}, {'user_id': '1735587355', 'username': 'SpicyGalletita'}, {'user_id': '138168339', 'username': 'VABVOX'}, {'user_id': '759251', 'username': 'CNN'}, {'user_id': '2836421', 'username': 'MSNBC'}, {'user_id': '51241574', 'username': 'AP'}]",,,,
1281737238032736257,1281737238032736257,1594424945000,2020-07-10,19:49:05,Est (heure d?été),101833081,gusdasillygoose,Auggie Doggie's Mommy,,@GovHerbert 867 new cases and 4th of July cases have not hit. When did you decide that masks were a political statement and not common sense? #RequireMask #WearADamnMask #WearAMask,['govherbert'],[],[],0,0,0,"['#requiremask', '#wearadamnmask', '#wearamask']",[],https://twitter.com/GusDaSillyGoose/status/1281737238032736257,False,,0,"Jacksonville, Duval County, Florida, United States of America",,,,,,"[{'user_id': '101833081', 'username': 'GusDaSillyGoose'}, {'user_id': '60688326', 'username': 'GovHerbert'}]",,,,
1281737214750158848,1281737214750158848,1594424940000,2020-07-10,19:49:00,Est (heure d?été),2992546855,whykiwiwhy,🏡since2014,,"#WearAMask
 Covid-19 can spread through the air indoors, scientists say   https://twitter.com/i/events/1281496096657666048 …",[],['https://twitter.com/i/events/1281496096657666048'],[],0,0,0,['#wearamask'],[],https://twitter.com/WhyKiwiWhy/status/1281737214750158848,False,,0,"Jacksonville, Duval County, Florida, United States of America",,,,,,"[{'user_id': '2992546855', 'username': 'WhyKiwiWhy'}]",,,,
1281737180575080448,1281737180575080448,1594424932000,2020-07-10,19:48:52,Est (heure d?été),1487368478,nicboothby,Nic Boothby,,"That's me... #FOGO
Fear Of Going Out!
#WearAMask 😷 #TheresStillAVirus #Covid19 https://twitter.com/Peanuts50YrsAgo/status/1276143192287649792 …",[],['https://twitter.com/Peanuts50YrsAgo/status/1276143192287649792'],[],0,0,1,"['#fogo', '#wearamask', '#theresstillavirus', '#covid19']",[],https://twitter.com/NicBoothby/status/1281737180575080448,False,https://twitter.com/Peanuts50YrsAgo/status/1276143192287649792,0,"Jacksonville, Duval County, Florida, United States of America",,,,,,"[{'user_id': '1487368478', 'username': 'NicBoothby'}]",,,,
1281737177995583488,1281737177995583488,1594424931000,2020-07-10,19:48:51,Est (heure d?été),14745413,cmerfy,cmerfy BLM LGTBQ Ally,,"😢🚨⏰🚨⏰🚨😢N Texas-- #DallasCounty had > 1,000 #coronavirus cases for the 8th day on #Friday. 1,164 & 9 people died. #StayAtHome to #StaySafe. #WearAMask 😷DON'T DO STUPID STUFF, please! 

#Dallas #Texas #DFW #CollinCounty #TarrantCounty #Richardson https://www.dallasnews.com/news/public-health/2020/07/10/dallas-county-reports-more-than-1000-confirmed-covid-cases-for-the-eighth-day-nine-more-people-died/ …",[],['https://www.dallasnews.com/news/public-health/2020/07/10/dallas-county-reports-more-than-1000-confirmed-covid-cases-for-the-eighth-day-nine-more-people-died/'],[],0,0,2,"['#dallascounty', '#coronavirus', '#friday', '#stayathome', '#staysafe', '#wearamask', '#dallas', '#texas', '#dfw', '#collincounty', '#tarrantcounty', '#richardson']",[],https://twitter.com/cmerfy/status/1281737177995583488,False,,0,"Jacksonville, Duval County, Florida, United States of America",,,,,,"[{'user_id': '14745413', 'username': 'cmerfy'}]",,,,
1281737150032228354,1281737150032228354,1594424924000,2020-07-10,19:48:44,Est (heure d?été),1177086386182217734,ateyourcarbs,I_Ate_Your_Carbs,,"Did you know that COVID-19 disproportionately impacts people with giant wangs?

#WearAMask",[],[],[],0,0,0,['#wearamask'],[],https://twitter.com/AteYourCarbs/status/1281737150032228354,False,,0,"Jacksonville, Duval County, Florida, United States of America",,,,,,"[{'user_id': '1177086386182217734', 'username': 'AteYourCarbs'}]",,,,
1281737140611817480,1281737140611817480,1594424922000,2020-07-10,19:48:42,Est (heure d?été),365073587,hbdchick,hbd chick - #TestTestTest #Masks4All,,Everyone wearing face masks could save America from a $1 trillion GDP loss #WearAMask  https://www.cbsnews.com/news/face-mask-wearing-save-money/ …,[],['https://www.cbsnews.com/news/face-mask-wearing-save-money/'],[],1,3,17,['#wearamask'],[],https://twitter.com/hbdchick/status/1281737140611817480,False,,0,"Jacksonville, Duval County, Florida, United States of America",,,,,,"[{'user_id': '365073587', 'username': 'hbdchick'}]",,,,
1281737000484171776,1281734913952067590,1594424889000,2020-07-10,19:48:09,Est (heure d?été),313880777,mrmoonshine1974,Cory S. Laybourne,,"We’re not.  Not when it comes to this.  Maybe after November, or early next year. All depends if you all start to #WearAMask or not.",['realdlhughley'],[],[],0,0,3,['#wearamask'],[],https://twitter.com/MrMoonshine1974/status/1281737000484171776,False,,0,"Jacksonville, Duval County, Florida, United States of America",,,,,,"[{'user_id': '313880777', 'username': 'MrMoonshine1974'}, {'user_id': '58529612', 'username': 'RealDLHughley'}]",,,,
1281736995778318341,1281736995778318341,1594424887000,2020-07-10,19:48:07,Est (heure d?été),185148415,xxsusanreidxx,Susan Reid,,The problem with people who refuse to wear a mask is some of them will not have the breath to admit they were wrong. 😷 #WearAMask,[],[],[],0,0,0,['#wearamask'],[],https://twitter.com/xXSusanReidXx/status/1281736995778318341,False,,0,"Jacksonville, Duval County, Florida, United States of America",,,,,,"[{'user_id': '185148415', 'username': 'xXSusanReidXx'}]",,,,
1281736979919536129,1281736979919536129,1594424884000,2020-07-10,19:48:04,Est (heure d?été),744840965798658048,ilji6,jim-jam 🖤🇪🇺🌍🏳️‍🌈,,"I've figured it out. 
The key,
 the secret. 
42 in a nutshell. 
The whole shebang.
Hadron Collider, take a break cos
I got this.

Some people are dicks
No argument
Just dicks
 Fact
Science even

My prescription
#WearAMask
#BlackLivesMatter

This tweet was endorsed by Chardonnay",[],[],[],0,0,1,"['#wearamask', '#blacklivesmatter']",[],https://twitter.com/ilji6/status/1281736979919536129,False,,0,"Jacksonville, Duval County, Florida, United States of America",,,,,,"[{'user_id': '744840965798658048', 'username': 'ilji6'}]",,,,
